Date,CAPEX,ALUA,BBAR,BYMA,CEPU,COME,CRES,CVH,EDN,GGAL,HARG,MIRG,PAMP,SUPV,TECO2,TGNO4,TGSU2,TRAN,TXAR,YPFD,AGRO,AUSO,BHIP,BOLT,BPAT,CADO,CELU,CGPA2,DGCU2,DYCA,FERR,FIPL,GARO,GBAN,GCLA,GRIM,HAVA ,INVJ,IRSA,LEDE,LONG,METR,MOLA,MOLI,MORI,OEST,PATA,POLL,RIGO,SAMI,SEMI,CECO2,CTIO,INTR,LOMA,ROSE,IRCP
2012-01-03,3.950573,1.714599,6.759927,0.0,0.132774,0.211684,3.801518,0.0,1.400000,2.548741,0.868402,20.561653,1.930000,0.0,12.021204,0.727181,1.746679,0.914632,1.715642,157.134827,0.378740,0.463320,1.385191,0.262452,1.754785,1.931818,3.800000,1.052326,2.121337,5.790674,0.226375,1.146640,1.057649,3.200000,1.664752,1.397935,0.0,1.64,3.212937,5.849162,0.531177,0.680000,0.0,19.898581,3.443420,0.679014,2.236041,3.330541,11.913404,5.241595,0.328829,2.169513,2.198920,0.772987,0.0,1.090000,14.30
2012-01-04,3.950573,1.925627,7.464599,0.0,0.135117,0.209948,3.907116,0.0,1.500000,2.830096,0.840389,20.561653,2.080000,0.0,12.606763,0.770466,1.790979,0.961536,1.715642,157.134827,0.373552,0.463320,1.493833,0.276156,1.832528,1.953047,4.050000,1.071459,2.121337,5.790674,0.231191,1.167116,1.082535,3.200000,1.705903,1.416826,0.0,1.7,3.226051,5.818131,0.531177,0.725000,0.0,20.104427,3.557615,0.679014,2.236041,3.330541,11.913404,5.125115,0.328829,2.184579,2.198920,0.772987,0.0,1.110000,14.30
2012-01-05,3.950573,1.965195,7.702221,0.0,0.138241,0.209948,3.871917,0.0,1.520000,2.854922,0.821713,21.371168,2.080000,0.0,12.572318,0.805094,1.847936,0.969354,1.715642,157.134827,0.368364,0.468526,1.502887,0.271360,1.860294,1.953047,4.220000,1.100159,2.121337,5.790674,0.250457,1.187592,1.082535,3.200000,1.758278,1.416826,0.0,1.7,3.212937,5.616436,0.557735,0.690000,0.0,20.104427,3.215030,0.720167,2.236041,3.661648,11.913404,4.938747,0.341026,2.222244,2.198920,0.772987,0.0,1.120000,14.30
2012-01-06,3.860787,1.965195,8.079138,0.0,0.138241,0.210990,3.871917,0.0,1.650000,2.962499,0.803038,22.342590,2.110000,0.0,12.675653,0.831064,1.860593,1.016258,1.715642,162.814407,0.378740,0.484143,1.557208,0.267248,1.860294,1.961538,4.330000,1.128859,2.121337,5.790674,0.260090,1.187592,1.082535,3.200000,1.842450,1.549063,0.0,1.72,3.245722,5.507831,0.557735,0.825000,0.0,20.790586,3.381930,0.716051,2.236041,3.700601,11.913404,5.125115,0.341026,2.252376,2.198920,0.772987,0.0,1.150000,14.30
2012-01-09,3.995465,1.938817,8.070943,0.0,0.138241,0.207172,3.801518,0.0,1.650000,2.962499,0.793701,22.488302,2.150000,0.0,12.537874,0.822407,1.860593,1.008440,1.715642,165.180878,0.373552,0.484143,1.584368,0.256969,1.915825,2.016733,4.270000,1.147992,2.121337,5.837752,0.265870,1.187592,1.082535,3.200000,1.851803,1.549063,0.0,1.72,3.193266,5.492316,0.568359,0.900000,0.0,20.584740,3.153540,0.716051,2.236041,3.895370,11.913404,5.218299,0.341026,2.252376,2.198920,0.772987,0.0,1.150000,13.43
2012-01-10,4.085251,1.945411,8.152883,0.0,0.138241,0.209948,3.801518,0.0,1.620000,3.020424,0.784363,22.536871,2.140000,0.0,13.088990,0.818079,1.854265,0.984988,1.715642,166.127472,0.388079,0.468526,1.638690,0.250117,1.949144,2.037961,4.250000,1.147992,2.121337,5.922494,0.250457,1.187592,1.094978,3.200000,1.851803,1.549063,0.0,1.72,3.147367,5.368196,0.557735,0.850000,0.0,20.516123,3.153540,0.716051,2.236041,3.895370,12.091219,5.299835,0.341026,2.327706,2.198920,0.772987,0.0,1.150000,13.43
2012-01-11,4.040359,1.945411,8.152883,0.0,0.138241,0.209948,3.752239,0.0,1.620000,3.020424,0.793701,22.634014,2.140000,0.0,13.088990,0.796437,1.835279,0.984988,1.715642,166.127472,0.394304,0.499761,1.638690,0.242579,1.949144,2.080420,4.380000,1.147992,2.121337,5.922494,0.250457,1.160290,1.104932,3.200000,1.851803,1.549063,0.0,1.69,3.180152,5.368196,0.531177,0.870000,0.0,20.516123,3.153540,0.716051,2.236041,3.700601,12.091219,5.299835,0.332500,2.267442,2.198920,0.772987,0.0,1.170000,13.51
2012-01-12,4.040359,1.925627,8.029974,0.0,0.143708,0.206479,3.766319,0.0,1.570000,2.929398,0.793701,23.314003,2.120000,0.0,13.536771,0.796437,1.835279,0.984988,1.715642,166.127472,0.389116,0.520584,1.584368,0.250117,1.971355,2.080420,4.400000,1.128859,2.121337,5.931910,0.250457,1.160290,1.114886,3.200000,1.851803,1.552841,0.0,1.66,3.245722,5.391468,0.557735,0.800000,0.0,19.761351,3.153540,0.724282,2.236041,3.895370,12.091219,5.381371,0.332500,2.395504,2.198920,0.772987,0.0,1.170000,13.51
2012-01-13,3.815894,1.905844,7.710415,0.0,0.142536,0.204396,3.836718,0.0,1.530000,2.846646,0.775025,22.990196,2.090000,0.0,13.123434,0.770466,1.803636,0.977171,1.715642,161.962463,0.389116,0.520584,1.539101,0.251487,1.943590,2.080420,4.300000,1.128859,2.163764,5.931910,0.250457,1.146640,1.070092,3.200000,1.889213,1.552841,0.0,1.66,3.212937,5.334416,0.557735,0.880000,0.0,19.212423,3.153540,0.724282,2.236041,3.700601,12.091219,5.358075,0.327384,2.395504,2.198920,0.772987,0.0,1.170000,13.51
2012-01-16,3.950573,1.958601,7.620283,0.0,0.140584,0.204049,3.836718,0.0,1.560000,2.879747,0.775025,23.152100,2.090000,0.0,12.951211,0.770466,1.803636,0.977171,1.715642,155.714951,0.388079,0.520584,1.530047,0.250802,1.965803,2.080420,4.300000,1.128859,2.163764,6.214382,0.250457,1.160290,1.045206,3.200000,1.889213,1.511281,0.0,1.68,3.075240,5.373640,0.539144,0.895000,0.0,19.418272,3.443420,0.724282,2.276696,3.700601,12.091219,5.358075,0.341026,2.425636,2.198920,0.772987,0.0,1.150000,13.51
2012-01-17,3.860787,1.998168,7.866098,0.0,0.142146,0.209602,3.942315,0.0,1.570000,2.912847,0.849726,23.314003,2.080000,0.0,13.157877,0.774794,1.803636,0.977171,1.715642,162.814407,0.389116,0.530996,1.566262,0.250802,1.976909,2.080420,4.350000,1.128859,2.163764,6.120224,0.255274,1.160290,1.087512,3.200000,1.889213,1.511281,0.0,1.71,3.114581,5.373640,0.539144,0.925000,0.0,19.212423,3.417067,0.724282,2.276696,3.700601,12.091219,5.241595,0.341026,2.387971,2.198920,0.749564,0.0,1.150000,13.91
2012-01-18,3.771001,2.031142,8.070943,0.0,0.144489,0.213072,3.907116,0.0,1.570000,3.020424,0.849726,23.767332,2.120000,0.0,13.640100,0.770466,1.835279,1.000623,1.715642,168.967270,0.378740,0.541408,1.593422,0.246691,1.993568,2.165335,4.400000,1.167125,2.163764,6.073146,0.255274,1.153466,1.107421,3.200000,2.048206,1.511281,0.0,1.69,3.134253,5.405018,0.544456,0.895000,0.0,19.109499,3.153540,0.724282,2.276696,3.700601,11.735594,5.427964,0.335910,2.387971,2.198920,0.749564,0.0,1.150000,13.91
2012-01-19,3.771001,2.031142,8.070943,0.0,0.148003,0.213072,4.012714,0.0,1.570000,3.020424,0.784363,23.475904,2.120000,0.0,13.640100,0.774794,1.835279,1.000623,1.715642,168.967270,0.387041,0.541408,1.593422,0.252858,1.993568,2.186563,4.350000,1.186258,2.214676,6.073146,0.260090,1.160290,1.090001,3.200000,2.057559,1.511281,0.0,1.69,3.055569,5.405018,0.571015,0.900000,0.0,19.109499,3.188677,0.724282,2.276696,3.700601,11.379973,5.544443,0.335910,2.410570,2.198920,0.749564,0.0,1.170000,14.30
2012-01-20,3.771001,2.037735,8.193851,0.0,0.150737,0.213419,4.012714,0.0,1.520000,3.061800,0.793701,23.152100,2.080000,0.0,13.743440,0.761809,1.816293,0.977171,1.715642,172.185669,0.389116,0.536202,1.629636,0.248746,1.993568,2.186563,4.300000,1.186258,2.163764,6.073146,0.260090,1.153466,1.082535,3.200000,2.057559,1.473499,0.0,1.65,3.147367,5.255968,0.589606,0.900000,0.0,19.349653,3.302872,0.724282,2.358007,3.700601,11.379973,5.358075,0.347847,2.410570,2.198920,0.749564,0.0,1.190000,14.30
2012-01-23,3.726109,2.064114,8.275791,0.0,0.153080,0.214807,4.223909,0.0,1.520000,3.053525,0.784363,22.731153,2.090000,0.0,13.777884,0.796437,1.835279,0.961536,1.715642,178.433228,0.383928,0.546613,1.638690,0.256969,1.999122,2.207792,4.350000,1.195825,2.163764,6.073146,0.260090,1.153466,1.094978,3.200000,2.038853,1.473499,0.0,1.65,3.180152,5.255968,0.594918,0.910000,0.0,19.212423,3.267735,0.724282,2.358007,3.700601,11.379973,5.474555,0.358077,2.410570,2.198920,0.749564,0.0,1.160000,14.30
2012-01-24,3.815894,2.057519,8.144691,0.0,0.153471,0.215154,4.188710,0.0,1.510000,3.061800,0.784363,22.990196,2.090000,0.0,13.777884,0.796437,1.803636,0.961536,1.715642,177.959915,0.392230,0.546613,1.638690,0.253543,1.999122,2.229021,4.300000,1.195825,2.163764,6.044899,0.260090,1.153466,1.107421,3.200000,2.038853,1.473499,0.0,1.68,3.180152,5.334416,0.618821,0.910000,0.0,19.418272,3.215030,0.724282,2.317352,3.895370,11.379973,5.195004,0.356371,2.342772,2.198920,0.772987,0.0,1.150000,14.30
2012-01-25,3.815894,2.057519,8.144691,0.0,0.153471,0.215154,4.188710,0.0,1.510000,3.061800,0.784363,22.990196,2.090000,0.0,13.777884,0.796437,1.803636,0.961536,1.715642,177.959915,0.392230,0.546613,1.638690,0.253543,1.999122,2.229021,4.300000,1.195825,2.163764,6.044899,0.260090,1.153466,1.107421,3.200000,2.038853,1.473499,0.0,1.69,3.180152,5.334416,0.618821,0.910000,0.0,19.418272,3.153540,0.724282,2.317352,3.895370,11.379973,5.195004,0.356371,2.342772,2.198920,0.772987,0.0,1.150000,14.30
2012-01-26,3.950573,2.070708,8.316760,0.0,0.149565,0.229035,4.153511,0.0,1.540000,3.111451,0.831051,23.734947,2.090000,0.0,13.846773,0.831064,1.860593,0.961536,1.715642,177.486618,0.389116,0.546613,1.602476,0.256284,2.071312,2.271478,4.500000,1.195825,2.163764,6.044899,0.260090,1.167116,1.119864,3.200000,2.038853,1.549063,0.0,1.68,3.114581,5.569757,0.597574,0.885000,0.0,20.001503,3.267735,0.724282,2.317352,3.953800,12.091219,5.358075,0.341026,2.259909,2.198920,0.772987,0.0,1.230000,15.49
2012-01-27,3.753044,2.004762,7.857904,0.0,0.149956,0.225565,4.153511,0.0,1.510000,2.929398,0.831051,23.314003,2.060000,0.0,13.571218,0.829333,1.822622,0.953719,1.715642,173.700211,0.383928,0.546613,1.566262,0.256284,2.004675,2.207792,4.400000,1.195825,2.163764,5.931910,0.260090,1.167116,1.107421,3.200000,2.038853,1.549063,0.0,1.68,3.081797,5.452087,0.597574,0.850000,0.0,19.829964,5.007014,0.724282,2.333614,3.895370,12.091219,5.299835,0.341026,2.222244,2.198920,0.772987,0.0,1.230000,15.49
2012-01-30,3.753044,1.958601,7.472792,0.0,0.147223,0.224871,4.153511,0.0,1.490000,2.863197,0.775025,23.087336,2.060000,0.0,13.433436,0.813751,1.778322,0.938084,1.715642,155.241623,0.383928,0.520584,1.539101,0.256284,1.954696,2.207792,4.390000,1.243658,2.163764,5.837752,0.260090,1.167116,1.107421,3.200000,2.001444,1.435717,0.0,1.68,3.016226,5.310881,0.557735,0.850000,0.0,19.349653,3.241383,0.724282,2.341745,3.700601,11.468876,5.241595,0.332500,2.244843,2.198920,0.772987,0.0,1.190000,15.49
2012-01-31,3.681216,1.958601,7.579313,0.0,0.146441,0.227300,4.047913,0.0,1.490000,2.904572,0.831051,23.087336,2.060000,0.0,13.364547,0.813751,1.759337,0.938084,1.715642,155.241623,0.378740,0.536202,1.539101,0.256284,1.954696,2.229021,4.400000,1.243658,2.163764,5.837752,0.262016,1.153466,1.107421,3.200000,2.001444,1.435717,0.0,1.68,3.016226,5.224589,0.557735,0.850000,0.0,19.315344,3.153540,0.724282,2.341745,3.700601,11.468876,5.241595,0.327384,2.244843,2.157431,0.772987,0.0,1.220000,15.49
2012-02-01,3.771001,1.958601,7.579313,0.0,0.147223,0.227300,4.153511,0.0,1.490000,2.904572,0.795568,23.087336,2.060000,0.0,13.364547,0.813751,1.778322,0.938084,1.715642,155.241623,0.378740,0.536202,1.539101,0.254229,1.954696,2.250250,4.400000,1.243658,2.333471,5.837752,0.262980,1.153466,1.107421,3.200000,2.001444,1.435717,0.0,1.65,3.081797,5.224589,0.557735,0.855000,0.0,19.315344,3.241383,0.724282,2.358007,3.700601,11.468876,5.474555,0.330795,2.252376,2.157431,0.772987,0.0,1.260000,15.49
2012-02-02,3.636323,1.958601,7.579313,0.0,0.145660,0.227300,4.259108,0.0,1.490000,2.904572,0.795568,22.990196,2.060000,0.0,13.364547,0.796437,1.771994,0.938084,1.715642,155.241623,0.389116,0.536202,1.539101,0.253543,1.954696,2.292707,4.390000,1.243658,2.333471,5.837752,0.260090,1.153466,1.094978,3.200000,2.001444,1.473499,0.0,1.62,3.081797,5.224589,0.563047,0.870000,0.0,19.315344,3.241383,0.724282,2.358007,3.700601,12.446839,5.358075,0.323975,2.252376,2.157431,0.772987,0.0,1.240000,15.49
2012-02-03,3.771001,1.998168,8.029974,0.0,0.149175,0.223829,4.329506,0.0,1.460000,2.970773,0.821713,23.152100,2.030000,0.0,13.915662,0.796437,1.753008,0.922449,1.715642,144.829056,0.388079,0.510173,1.502887,0.255599,2.082418,2.292707,4.320000,1.243658,2.291044,5.837752,0.255274,1.160290,1.094978,3.200000,2.001444,1.435717,0.0,1.64,3.114581,5.373640,0.557735,0.900000,0.0,18.766420,3.241383,0.724282,2.358007,3.700601,12.269030,5.404667,0.323975,2.207178,2.157431,0.796411,0.0,1.270000,15.49
2012-02-06,3.950573,1.952006,7.980813,0.0,0.152299,0.225565,4.399905,0.0,1.460000,2.970773,0.821713,22.666391,2.020000,0.0,13.640100,0.787780,1.740351,0.906815,1.715642,145.775696,0.380815,0.520584,1.457619,0.255599,2.054652,2.267233,4.260000,1.243658,2.291044,5.837752,0.255274,1.160290,1.094978,3.200000,1.870508,1.435717,0.0,1.63,3.199823,5.334416,0.531177,0.885000,0.0,18.903654,3.241383,0.724282,2.358007,3.700601,12.269030,5.241595,0.341026,2.207178,2.157431,0.876053,0.0,1.270000,15.49
2012-02-07,3.950573,1.945411,7.907066,0.0,0.155423,0.218625,4.329506,0.0,1.440000,2.871472,0.821713,22.504488,2.040000,0.0,13.502326,0.792108,1.740351,0.906815,1.715642,144.829056,0.389116,0.520584,1.448565,0.250117,2.043547,2.207792,4.260000,1.243658,2.291044,5.837752,0.240824,1.160290,1.094978,3.200000,1.870508,1.454608,0.0,1.63,3.219494,5.224589,0.536489,0.840000,0.0,19.212423,3.215030,0.724282,2.398662,3.700601,13.158093,5.125115,0.341026,2.184579,2.157431,0.876053,0.0,1.280000,15.49
2012-02-08,3.950573,1.945411,7.907066,0.0,0.155423,0.218625,4.329506,0.0,1.440000,2.871472,0.821713,22.504488,2.040000,0.0,13.502326,0.792108,1.740351,0.906815,1.715642,144.829056,0.389116,0.520584,1.448565,0.250117,2.043547,2.207792,4.260000,1.243658,2.291044,5.837752,0.240824,1.160290,1.094978,3.200000,1.870508,1.454608,0.0,1.63,3.219494,5.224589,0.536489,0.840000,0.0,19.212423,3.241383,0.724282,2.398662,3.700601,13.158093,5.125115,0.341026,2.184579,2.157431,0.876053,0.0,1.280000,15.49
2012-02-09,3.681216,1.905844,7.866098,0.0,0.150737,0.200232,4.364707,0.0,1.390000,2.763895,0.775025,21.856880,2.040000,0.0,13.157877,0.796437,1.740351,0.898997,1.715642,156.472198,0.383928,0.520584,1.448565,0.250117,2.026887,2.207792,4.120000,1.243658,2.291044,5.837752,0.243714,1.160290,1.112398,3.200000,1.964033,1.435717,0.0,1.63,3.245722,5.208899,0.539144,0.850000,0.0,18.937958,3.215030,0.724282,2.398662,3.700601,13.869336,5.125115,0.306923,2.207178,2.157431,0.876053,0.0,1.260000,15.10
2012-02-10,3.591430,1.872870,7.997200,0.0,0.150737,0.194333,4.294308,0.0,1.410000,2.796996,0.775025,23.314003,2.020000,0.0,13.088990,0.773929,1.740351,0.891180,1.715642,153.348450,0.383928,0.520584,1.421405,0.252858,2.026887,2.229021,4.150000,1.243658,2.291044,5.837752,0.243714,1.160290,1.167147,3.200000,1.964033,1.435717,0.0,1.64,3.212937,5.193211,0.539144,0.850000,0.0,18.869343,3.215030,0.724282,2.398662,3.700601,14.224962,5.358075,0.306923,2.184579,2.157431,0.876053,0.0,1.370000,15.10
2012-02-13,3.591430,1.899248,7.931649,0.0,0.154642,0.201273,4.435104,0.0,1.440000,2.813546,0.803038,23.314003,2.040000,0.0,12.951211,0.766137,1.708708,0.906815,1.715642,153.348450,0.383928,0.520584,1.502887,0.252858,2.026887,2.229021,4.150000,1.243658,2.291044,5.837752,0.250457,1.160290,1.256736,3.200000,1.964033,1.435717,0.0,1.66,3.298178,5.295192,0.544456,0.820000,0.0,18.594881,3.188677,0.724282,2.418990,3.700601,14.580585,5.241595,0.323975,2.161980,2.157431,0.876053,0.0,1.380000,15.10
2012-02-14,3.591430,1.899248,7.931649,0.0,0.154642,0.201273,4.435104,0.0,1.440000,2.813546,0.803038,23.314003,2.040000,0.0,12.951211,0.766137,1.708708,0.906815,1.715642,153.348450,0.383928,0.520584,1.502887,0.252858,2.026887,2.229021,4.150000,1.243658,2.291044,5.837752,0.250457,1.160290,1.256736,3.200000,1.964033,1.435717,0.0,1.61,3.298178,5.295192,0.544456,0.820000,0.0,18.594881,3.188677,0.724282,2.418990,3.700601,14.580585,5.241595,0.323975,2.161980,2.157431,0.876053,0.0,1.380000,15.10
2012-02-15,3.591430,1.833302,7.907066,0.0,0.159328,0.198497,4.266149,0.0,1.380000,2.821821,0.784363,23.314003,2.030000,0.0,12.710098,0.761809,1.708708,0.891180,1.715642,145.302368,0.383928,0.515379,1.520994,0.256969,2.004675,2.122877,4.200000,1.243658,2.291044,5.837752,0.254310,1.160290,1.418494,3.200000,1.964033,1.435717,0.0,1.63,3.357192,5.334416,0.544456,0.790000,0.0,18.183186,3.153540,0.769549,2.374269,3.505833,14.224962,5.241595,0.323975,2.131848,2.157431,0.876053,0.0,1.380000,15.10
2012-02-16,3.591430,1.879465,8.029974,0.0,0.164015,0.200926,4.364707,0.0,1.370000,2.888022,0.784363,23.637810,2.020000,0.0,12.847877,0.761809,1.740351,0.898997,1.715642,146.722260,0.383928,0.515379,1.502887,0.260396,2.004675,2.122877,4.250000,1.186258,2.291044,5.837752,0.260090,1.160290,1.483198,3.200000,2.094970,1.397935,0.0,1.63,3.383419,5.412863,0.549767,0.800000,0.0,18.526264,3.171108,0.769549,2.374269,3.505833,14.224962,5.288186,0.323975,2.131848,2.157431,0.876053,0.0,1.380000,15.10
2012-02-17,3.591430,1.866276,8.103720,0.0,0.163624,0.215849,4.505503,0.0,1.340000,2.987324,0.803038,25.256842,2.020000,0.0,13.157877,0.755749,1.721366,0.898997,1.715642,148.142136,0.389116,0.515379,1.530047,0.266563,2.054652,2.101649,4.150000,1.176692,2.291044,5.649438,0.260090,1.187592,1.408540,3.200000,2.057559,1.394157,0.0,1.63,3.475218,5.412863,0.563047,0.780000,0.0,18.800726,3.188677,0.769549,2.398662,3.505833,14.224962,5.288186,0.329089,2.131848,2.157431,0.876053,0.0,1.410000,15.10
2012-02-22,3.771001,1.859681,8.316760,0.0,0.163624,0.232506,4.505503,0.0,1.360000,3.078351,0.812376,25.888258,1.990000,0.0,13.020100,0.753152,1.721366,0.891180,1.715642,150.887283,0.392230,0.515379,1.502887,0.271360,2.026887,2.165335,4.230000,1.176692,2.291044,5.781258,0.260090,1.194417,1.343836,3.200000,2.057559,1.394157,0.0,1.63,3.462104,5.412863,0.557735,0.780000,0.0,19.349653,3.153540,0.769549,2.398662,3.505833,14.224962,5.288186,0.329089,2.131848,2.157431,0.876053,0.0,1.350000,15.10
2012-02-23,3.771001,1.853086,8.193851,0.0,0.167529,0.239446,4.505503,0.0,1.360000,3.045250,0.812376,25.726355,2.030000,0.0,13.054546,0.744495,1.696051,0.891180,1.715642,150.981964,0.392230,0.515379,1.484780,0.277527,2.010227,2.144106,4.400000,1.176692,2.291044,5.781258,0.260090,1.194417,1.368722,3.200000,2.085617,1.394157,0.0,1.63,3.462104,5.334416,0.557735,0.780000,0.0,19.589811,3.153540,0.769549,2.398662,3.505833,14.224962,5.288186,0.329089,2.131848,2.157431,0.876053,0.0,1.370000,15.10
2012-02-24,3.860787,1.833302,7.989006,0.0,0.163624,0.237711,4.435104,0.0,1.390000,2.896297,0.803038,25.418741,2.020000,0.0,12.675653,0.735838,1.696051,0.891180,1.715642,150.508652,0.394304,0.510173,1.484780,0.280953,2.010227,2.165335,4.400000,1.147992,2.291044,5.781258,0.260090,1.208068,1.343836,3.200000,2.085617,1.454608,0.0,1.63,3.409647,5.216745,0.557735,0.775000,0.0,19.555502,3.153540,0.769549,2.398662,3.505833,14.047155,5.171706,0.329089,2.109249,2.157431,0.876053,0.0,1.370000,15.49
2012-02-28,3.860787,1.773951,7.948035,0.0,0.147613,0.248121,4.413986,0.0,1.300000,2.788720,0.803038,26.713966,2.010000,0.0,12.124538,0.704673,1.664408,0.859911,1.715642,139.149506,0.379777,0.510173,1.448565,0.280953,1.943590,2.118631,4.400000,1.147992,2.291044,5.781258,0.260090,1.208068,1.368722,3.200000,2.085617,1.416826,0.0,1.63,3.376862,5.138297,0.557735,0.765000,0.0,18.903654,3.153540,0.769549,2.398662,3.505833,13.958244,5.031932,0.306923,2.071584,2.157431,0.876053,0.0,1.360000,15.49
2012-02-29,3.636323,1.714599,7.948035,0.0,0.147613,0.250204,4.392866,0.0,1.320000,2.772171,0.765688,25.742546,2.000000,0.0,12.296760,0.704673,1.740351,0.836459,1.715642,118.324402,0.389116,0.489349,1.421405,0.280953,1.943590,2.144106,4.300000,1.147992,2.291044,5.649438,0.260090,1.160290,1.480709,3.200000,2.085617,1.454608,0.0,1.63,3.462104,4.902956,0.557735,0.840000,0.0,18.697803,3.153540,0.769549,2.398662,3.505833,14.047155,5.008636,0.301807,2.071584,2.157431,0.876053,0.0,1.360000,16.49
2012-03-01,3.771001,1.754167,8.234822,0.0,0.144489,0.267208,4.428065,0.0,1.360000,2.929398,0.821713,25.726355,2.010000,0.0,12.503428,0.735838,1.765665,0.883363,1.715642,138.202881,0.401568,0.510173,1.502887,0.280953,1.943590,2.207792,4.360000,1.147992,2.291044,5.602359,0.260090,1.160290,1.575275,3.200000,2.085617,1.454608,0.0,1.6,3.508003,5.177521,0.557735,0.840000,0.0,18.937958,3.215030,0.769549,2.398662,3.505833,14.047155,5.020283,0.306923,2.071584,2.157431,0.876053,0.0,1.340000,16.92
2012-03-02,3.771001,1.806924,8.275791,0.0,0.144879,0.281089,4.435104,0.0,1.350000,2.888022,0.821713,26.066355,2.030000,0.0,12.641210,0.692554,1.765665,0.867728,1.715642,134.889816,0.400530,0.510173,1.493833,0.280233,1.960250,2.229021,4.360000,1.224525,2.291044,5.602359,0.265870,1.160290,1.617581,3.200000,2.085617,1.447052,0.0,1.6,3.573572,5.216745,0.597574,0.830000,0.0,18.937958,4.919171,0.769549,2.398662,3.505833,12.660214,5.043579,0.298398,2.071584,2.157431,0.796411,0.0,1.350000,17.08
2012-03-05,3.860787,1.787140,7.907066,0.0,0.144879,0.267208,4.329506,0.0,1.300000,2.796996,0.821713,25.742546,2.000000,0.0,12.331205,0.683897,1.778322,0.836459,1.715642,125.613190,0.394304,0.499761,1.484780,0.276631,1.904719,2.220529,4.300000,1.224525,2.291044,5.508202,0.265870,1.160290,1.592695,3.200000,1.964033,1.447052,0.0,1.6,3.553902,5.059850,0.605541,0.790000,0.0,18.766420,4.919171,0.769549,2.398662,3.700601,13.158093,4.892156,0.301807,2.071584,2.157431,0.796411,0.0,1.350000,17.88
2012-03-06,3.771001,1.773951,7.882485,0.0,0.146441,0.284559,4.188710,0.0,1.250000,2.780446,0.821713,26.033970,1.980000,0.0,12.262316,0.649269,1.727694,0.836459,1.715642,125.897171,0.389116,0.499761,1.484780,0.277351,1.904719,2.220529,4.280000,1.224525,2.291044,5.592944,0.245641,1.160290,1.605138,3.200000,1.964033,1.447052,0.0,1.5,3.573572,4.942179,0.597574,0.760000,0.0,18.663498,3.294088,0.769549,2.358007,3.895370,13.158093,4.892156,0.289872,1.958588,2.157431,0.772987,0.0,1.350000,17.88
2012-03-07,3.771001,1.754167,7.989006,0.0,0.145270,0.282130,4.118311,0.0,1.270000,2.863197,0.756350,25.904448,2.020000,0.0,12.296760,0.649269,1.727694,0.828641,1.715642,127.317078,0.389116,0.499761,1.475726,0.267266,1.876953,2.229021,4.200000,1.128859,2.291044,5.592944,0.255274,1.160290,1.605138,3.200000,1.964033,1.447052,0.0,1.53,3.573572,5.020627,0.597574,0.760000,0.0,18.732113,3.338009,0.769549,2.358007,3.875893,14.224962,5.241595,0.289872,1.958588,2.157431,0.772987,0.0,1.330000,17.88
2012-03-08,3.771001,1.813519,7.825128,0.0,0.149175,0.282823,4.118311,0.0,1.270000,2.772171,0.763820,25.904448,2.030000,0.0,12.296760,0.649269,1.727694,0.828641,1.715642,131.387436,0.383928,0.489349,1.466673,0.262944,1.876953,2.224775,4.180000,1.128859,2.291044,5.790674,0.255274,1.153466,1.605138,3.200000,1.964033,1.473499,0.0,1.53,3.481775,5.004938,0.584294,0.760000,0.0,17.325487,3.557615,0.773665,2.358007,3.797986,14.224962,5.614331,0.289872,1.996253,2.157431,0.749564,0.0,1.330000,18.63
2012-03-09,3.771001,1.833302,7.743190,0.0,0.149956,0.291847,4.223909,0.0,1.250000,2.739070,0.747012,26.973009,1.980000,0.0,12.158982,0.632821,1.740351,0.813006,1.715642,126.370461,0.383928,0.489349,1.466673,0.259342,1.910272,2.224775,4.180000,1.147992,2.291044,5.790674,0.250457,1.160290,1.717125,3.200000,1.870508,1.473499,0.0,1.53,3.547345,4.942179,0.605541,0.760000,0.0,17.771490,3.689379,0.781895,2.358007,3.505833,14.224962,5.241595,0.289872,1.958588,2.157431,0.749564,0.0,1.320000,19.23
2012-03-12,3.771001,1.892655,7.661251,0.0,0.149956,0.303645,4.223909,0.0,1.190000,2.730795,0.765688,26.778721,1.960000,0.0,12.158982,0.631955,1.740351,0.805189,1.715642,122.489426,0.373552,0.494555,1.358030,0.273750,1.910272,2.229021,4.120000,1.147992,2.291044,5.743595,0.245641,1.160290,1.804225,3.200000,1.870508,1.617071,0.0,1.49,3.481775,4.706837,0.610853,0.760000,0.0,18.080263,3.865063,0.781895,2.358007,3.505833,14.224962,5.229948,0.310333,1.883258,2.157431,0.749564,0.0,1.250000,19.07
2012-03-13,3.681216,1.932221,8.029974,0.0,0.153080,0.311627,4.294308,0.0,1.170000,2.879747,0.784363,26.390158,1.940000,0.0,12.296760,0.627627,1.759337,0.805189,1.715642,124.761261,0.375627,0.484143,1.394244,0.284556,1.888059,2.224775,4.200000,1.147992,2.291044,5.837752,0.245641,1.194417,1.916212,3.200000,1.735831,1.673744,0.0,1.53,3.508003,4.706837,0.690529,0.720000,0.0,18.080263,4.040748,0.781895,2.439318,3.505833,14.224962,5.241595,0.310333,1.958588,2.157431,0.749564,0.0,1.190000,19.87
